Selection;View;Channel;Duet;Agg.Entropy..bits.;Avg.Entropy..bits.;Peak.Freq..Hz.;Delta.Freq..Hz.;Delta.Time..s.;Max.Entropy..bits.;Min.Entropy..bits.;PFC.Avg.Slope..Hz.ms.;PFC.Max.Freq..Hz.;PFC.Max.Slope..Hz.ms.;PFC.Min.Freq..Hz.;PFC.Min.Slope..Hz.ms.;Peak.Time.Relative;Time.25..Rel.;Time.5..Rel.;Time.75..Rel.;Time.95..Rel.;Begin.Time..s.;End.Time..s.;High.Freq..Hz.;Low.Freq..Hz.;Freq.5...Hz.;Freq.95...Hz.;Center.Time..s.;Dur.90...s.;Freq.25...Hz.;Freq.75...Hz.;BW.50...Hz.;BW.90...Hz.;Time.25...s.;Time.95...s.;Dur.50...s.;Sex;Species;Individual;Sex_Species;Begin.File
3;Spectrogram 1;1;1;3.425;3.169;2067.188;2326.5;1.4731;4.351;1.301;0.177;2928.516;252.241;689.062;-311.592;0.7747;0.3913;0.1779;0.7115;0.7945;72.63185872;74.10493375;2979.6;653.1;1808.789;2497.852;73.4331;0.9056;1981.055;2239.453;258.398;689.062;73.2067;73.7988;0.4702;2;H_atricapillus;G9_1_H_atricapillus;2_H_atricapillus;T0009.mpeg
4;Spectrogram 1;1;1;3.921;3.47;2239.453;2449;1.9873;4.544;1.385;1.091;3186.914;341.268;861.328;-311.592;0.8798;0.5543;0.2229;0.8387;0.9326;74.23463847;76.22190006;3265.3;816.3;1636.523;3014.648;75.6854;1.4048;2239.453;2583.984;344.531;1378.125;75.3371;76.086;0.5631;1;H_atricapillus;G9_2_H_atricapillus;1_H_atricapillus;T0009.mpeg
5;Spectrogram 1;1;0;3.778;3.146;2411.719;2244.9;1.6445;4.384;1.469;-0.211;2928.516;222.566;775.195;-207.728;0.9645;0.4965;0.2199;0.8688;0.961;106.8655908;108.5100613;2979.6;734.7;1722.656;2842.383;108.0366;1.2132;2067.188;2497.852;430.664;1119.727;107.6825;108.443;0.6095;2;H_atricapillus;G9_1_H_atricapillus;2_H_atricapillus;T0009.mpeg
6;Spectrogram 1;1;0;3.388;3.175;2239.453;2367.3;1.9085;4.368;1.273;-0.091;2583.984;267.079;775.195;-237.404;0.8506;0.4756;0.2439;0.7744;0.8933;127.9224847;129.830997;3061.2;693.9;1808.789;2497.852;129.1552;1.2365;2067.188;2325.586;258.398;689.062;128.8301;129.6254;0.5689;2;H_atricapillus;G9_1_H_atricapillus;2_H_atricapillus;T0009.mpeg
7;Spectrogram 1;1;0;3.458;3.22;2497.852;2489.7;1.9409;4.462;1.305;-0.76;3100.781;400.619;689.062;-415.456;0.5856;0.4775;0.2733;0.7718;0.8979;147.5997564;149.5406949;3142.8;653.1;1722.656;2583.984;148.8167;1.2074;2067.188;2411.719;344.531;861.328;148.5264;149.3391;0.5689;2;H_atricapillus;G9_1_H_atricapillus;2_H_atricapillus;T0009.mpeg
1;Spectrogram 1;1;0;3.609;3.417;2325.586;3117;2.3302;4.738;1.369;0;3962.109;504.483;947.461;-519.32;0.6775;0.3575;0.1775;0.64;0.7675;11.82789383;14.15811573;4040.6;923.6;1808.789;2670.117;13.0148;1.37;2153.32;2497.852;344.531;861.328;12.6607;13.6127;0.656;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
2;Spectrogram 1;1;0;3.746;3.464;2239.453;2828.4;2.1018;4.644;1.357;-0.986;3445.312;459.969;775.195;-445.132;0.8366;0.4321;0.1274;0.7839;0.8947;27.95182054;30.05358932;3521.1;692.7;1722.656;2670.117;29.2804;1.608;2067.188;2325.586;258.398;947.461;28.8624;29.8318;0.7372;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
3;Spectrogram 1;1;0;4.44;3.6;2497.852;3232.4;2.2754;4.677;1.552;0;3617.578;548.996;430.664;-534.158;0.5754;0.3939;0.2174;0.7212;0.8824;39.14745985;41.42285301;3636.5;404.1;602.93;3359.18;40.3853;1.5093;2067.188;2583.984;516.797;2756.25;40.0428;41.1516;0.743;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
4;Spectrogram 1;1;0;3.516;3.351;2411.719;2539.8;2.6775;4.504;1.354;0.937;3273.047;400.619;775.195;-356.105;0.6478;0.4;0.2348;0.6891;0.8804;47.89286965;50.57034031;3290.2;750.4;1722.656;2670.117;49.3946;1.7241;2239.453;2497.852;258.398;947.461;48.9651;50.248;0.7721;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
5;Spectrogram 1;1;0;3.35;3.102;2411.719;1790.9;1.919;4.14;1.413;0.724;3014.648;222.566;1378.125;-178.053;0.541;0.4407;0.2644;0.7447;0.8997;58.60275229;60.52175857;3125.2;1334.3;1808.789;2497.852;59.6985;1.2132;2067.188;2411.719;344.531;689.062;59.4489;60.3254;0.5805;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
6;Spectrogram 1;1;0;4.083;3.47;2325.586;2835.8;2.184;4.653;1.399;0;3445.312;474.807;689.062;-459.969;0.7573;0.3893;0.184;0.712;0.856;64.44908733;66.63309924;3472.4;636.6;1464.258;2756.25;65.6892;1.4629;2067.188;2497.852;430.664;1291.992;65.3003;66.3162;0.7024;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
7;Spectrogram 1;1;1;3.824;3.328;2239.453;2662.2;1.855;4.499;1.391;0.702;3100.781;385.781;689.062;-370.943;0.8648;0.5157;0.261;0.8428;0.9748;81.59494345;83.44998285;3298.8;636.6;1464.258;2583.984;82.8546;1.3177;2067.188;2497.852;430.664;1119.727;82.5527;83.4003;0.6037;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
8;Spectrogram 1;1;1;3.875;3.379;2497.852;2546.5;1.8368;4.466;1.384;0.188;3100.781;400.619;689.062;-311.592;0.5285;0.1962;0.0253;0.6139;0.8639;83.05704347;84.89380662;3183.1;636.6;947.461;2583.984;83.9227;1.5383;2067.188;2497.852;430.664;1636.523;83.4177;84.6425;0.7663;1;H_atricapillus;G10_2_H_atricapillus;1_H_atricapillus;T0010.WAV
9;Spectrogram 1;1;1;3.945;3.493;1981.055;2662.2;2.0561;4.525;1.515;0.801;3014.648;370.943;689.062;-311.592;0.8754;0.5127;0.2918;0.8754;0.9773;93.99019221;96.04627036;3298.8;636.6;1205.859;2670.117;95.4746;1.4048;1981.055;2497.852;516.797;1464.258;95.0451;95.9971;0.743;2;H_atricapillus;G10_1_H_atricapillus;2_H_atricapillus;T0010.WAV
10;Spectrogram 1;1;1;3.693;3.252;2411.719;2546.4;1.9647;4.566;1.368;-0.707;3186.914;281.917;775.195;-281.917;0.6766;0.3234;0.092;0.7181;0.8813;95.59850223;97.56319913;3298.8;752.4;1808.789;2670.117;96.6995;1.5441;2067.188;2411.719;344.531;861.328;96.2351;97.3264;0.7721;1;H_atricapillus;G10_2_H_atricapillus;1_H_atricapillus;T0010.WAV
1;Spectrogram 1;1;0;3.106;3.23;1464.258;2366.623;0.7512;4.385;1.687;-0.805;2842.383;192.89;1033.594;-237.404;0.6047;0.3101;0.1163;0.7442;0.8992;1.583142672;2.334359391;3174.738;808.115;1378.125;2239.453;2.0259;0.5863;1464.258;1636.523;172.266;861.328;1.817;2.2581;0.3251;1;T_pelzelni;G11_1_T_pelzelni;1_T_pelzelni;T0011.WAV
2;Spectrogram 1;1;0;4.425;3.81;1894.922;3174.738;3.8492;4.656;2.672;0;3531.445;504.483;430.664;-430.294;0.3701;0.2221;0.0438;0.6314;0.8595;5.142622893;8.991832528;3578.796;404.058;430.664;2583.984;6.6293;3.1347;1205.859;1894.922;689.062;2153.32;5.9965;8.4462;1.5732;1;T_pelzelni;G11_1_T_pelzelni;1_T_pelzelni;T0011.WAV
3;Spectrogram 1;1;0;3.924;3.544;1464.258;2597.513;1.0865;4.502;2.123;0.877;3100.781;237.404;602.93;-281.917;0.1828;0.1935;0.0538;0.6398;0.9032;13.21940337;14.30587383;3117.016;519.503;861.328;2239.453;13.6475;0.9172;1464.258;1981.055;516.797;1378.125;13.4327;14.199;0.4818;1;T_pelzelni;G11_1_T_pelzelni;1_T_pelzelni;T0011.WAV
4;Spectrogram 1;1;1;4.43;3.718;1464.258;2943.848;1.3286;4.65;2.304;-0.065;3273.047;370.943;430.664;-445.132;0.5921;0.2763;0.0614;0.7412;0.9518;16.42678632;17.75538449;3347.906;404.058;430.664;2411.719;17.1305;1.1784;1291.992;1981.055;689.062;1981.055;16.7938;17.6878;0.6153;1;T_pelzelni;G11_1_T_pelzelni;1_T_pelzelni;T0011.WAV
5;Spectrogram 1;1;1;4.027;3.577;1894.922;2597.513;2.6572;4.536;1.91;0.26;3100.781;400.619;602.93;-311.592;0.1466;0.2363;0.0503;0.6849;0.9015;20.62670854;23.28390487;3174.738;577.225;775.195;2497.852;21.8616;2.2581;1636.523;1981.055;344.531;1722.656;21.2579;23.0226;1.19;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
6;Spectrogram 1;1;1;4.027;3.504;1378.125;2020.288;0.7761;4.177;2.359;0.892;2497.852;237.404;689.062;-207.728;0.8722;0.3008;0.0752;0.8647;0.9699;27.95940064;28.73545097;2655.236;634.948;861.328;2153.32;28.4909;0.6908;1291.992;1808.789;516.797;1291.992;28.1948;28.7115;0.4354;1;T_pelzelni;G11_1_T_pelzelni;1_T_pelzelni;T0011.WAV
7;Spectrogram 1;1;1;4.23;3.682;1464.258;2251.178;3.1495;4.309;2.387;0.165;2756.25;341.268;602.93;-370.943;0.9686;0.3475;0.0444;0.8928;0.9834;28.65474174;31.80424037;2770.681;519.503;689.062;2325.586;30.5865;2.9489;1291.992;1808.789;516.797;1636.523;29.7506;31.7475;1.7125;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
9;Spectrogram 1;1;1;4.323;3.601;1119.727;2437.105;1.2727;4.383;1.749;1.231;2239.453;267.079;516.797;-267.079;0.6468;0.2248;0.0826;0.6927;0.9495;34.60192672;35.87464926;2901.316;464.211;602.93;2497.852;35.3175;1.0971;1205.859;1722.656;516.797;1894.922;34.888;35.8052;0.5921;1;T_pelzelni;G11_1_T_pelzelni;1_T_pelzelni;T0011.WAV
10;Spectrogram 1;1;0;3.888;3.287;1722.656;3713.684;3.7685;4.642;1.766;0.344;4048.242;341.268;430.664;-385.781;0.9275;0.3951;0.1975;0.8086;0.946;37.18398633;40.95248673;4061.842;348.158;1119.727;2239.453;39.5378;2.8154;1636.523;1981.055;344.531;1119.727;38.6728;40.7452;1.5557;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
11;Spectrogram 1;1;0;3.907;3.251;1808.789;3771.71;2.8869;4.866;1.507;0;3789.844;370.943;344.531;-593.509;0.2117;0.3347;0.0544;0.7702;0.9375;45.68028966;48.56719689;4061.842;290.132;947.461;2239.453;47.3165;2.5426;1636.523;1981.055;344.531;1291.992;46.6489;48.3846;1.2539;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
12;Spectrogram 1;1;0;3.989;3.07;1722.656;3651.426;3.0142;3.722;2.228;0;2239.453;296.754;344.531;-296.754;0.0444;0.2973;0.0444;0.7857;0.9459;54.48046383;57.49464331;3962.109;310.683;1033.594;2239.453;56.2445;2.7109;1550.391;1981.055;430.664;1205.859;55.3796;57.3301;1.4687;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
13;Spectrogram 1;1;0;4.04;3.266;1894.922;3962.109;2.9614;5.073;1.551;-0.029;2239.453;296.754;430.664;-296.754;0.3458;0.3497;0.1297;0.8114;0.9509;62.88157212;65.84298017;4364.062;401.953;1033.594;2239.453;64.6966;2.4265;1550.391;1981.055;430.664;1205.859;63.9187;65.695;1.3642;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
14;Spectrogram 1;1;0;3.962;3.459;1636.523;3789.844;3.0483;4.434;3.562;0;4306.641;638.022;602.93;-638.022;0.0401;0.3302;0.0477;0.7844;0.9427;71.49147634;74.53980203;4306.641;516.797;1119.727;2325.586;73.2822;2.7225;1550.391;1981.055;430.664;1205.859;72.4985;74.3619;1.3816;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
15;Spectrogram 1;1;0;3.755;3.23;1808.789;3789.844;3.2718;4.169;1.858;0;3962.109;548.996;430.664;-608.347;0.0373;0.2771;0.0373;0.7744;0.9503;80.10585341;83.3776816;4191.797;401.953;1119.727;2153.32;81.8155;2.9838;1636.523;1894.922;258.398;1033.594;81.0144;83.2145;1.6254;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
16;Spectrogram 1;1;0;3.832;3.315;1808.789;3904.688;2.7689;4.8;1.472;0.031;3703.711;519.32;430.664;-563.833;0.9706;0.3508;0.1239;0.8235;0.9685;87.44469129;90.21363887;4306.641;401.953;1033.594;2153.32;89.1704;2.3336;1636.523;1981.055;344.531;1119.727;88.4158;90.1224;1.3061;2;T_pelzelni;G11_2_T_pelzelni;2_T_pelzelni;T0011.WAV
1;Spectrogram 1;1;0;4.122;3.391;1894.922;2180.8;3.3426;4.282;2.322;0;3014.648;267.079;947.461;-341.268;0.3026;0.3704;0.1061;0.8139;0.9409;8.498350872;11.84094263;3053.1;872.3;1033.594;2497.852;10.5825;2.7864;1464.258;1981.055;516.797;1464.258;9.735;11.639;1.4803;2;T_pelzelni;G12_1_T_pelzelni;2_T_pelzelni;T0012.WAV
2;Spectrogram 1;1;1;3.94;3.437;1722.656;2616.9;3.0418;4.314;2.579;0.255;3273.047;415.456;689.062;-430.294;0.9541;0.4608;0.1338;0.9369;0.9656;19.19464448;22.23640298;3295.4;678.5;861.328;2325.586;21.6062;2.5252;1550.391;1894.922;344.531;1464.258;20.5961;22.1286;1.4454;2;T_pelzelni;G12_1_T_pelzelni;2_T_pelzelni;T0012.WAV
3;Spectrogram 1;1;1;3.534;3.071;1808.789;2035.4;2.0891;4.189;1.479;-0.289;2239.453;192.89;775.195;-207.728;0.3677;0.3538;0.1532;0.7521;0.9109;21.55117167;23.64029151;2762.3;726.9;1205.859;2153.32;22.6685;1.579;1636.523;1981.055;344.531;947.461;22.2911;23.4521;0.8301;1;T_pelzelni;G12_2_T_pelzelni;1_T_pelzelni;T0012.WAV
4;Spectrogram 1;1;1;3.985;3.384;1722.656;2035.4;3.025;3.93;3.561;0;2239.453;207.728;775.195;-207.728;0.1385;0.2981;0.1327;0.7365;0.9154;27.4405422;30.46558774;2762.3;726.9;861.328;2239.453;29.0133;2.3626;1550.391;1981.055;430.664;1378.125;28.3457;30.2091;1.3235;2;T_pelzelni;G12_1_T_pelzelni;2_T_pelzelni;T0012.WAV
5;Spectrogram 1;1;1;3.246;3.168;1894.922;2132.3;2.3565;4.24;1.315;-0.11;2842.383;326.43;861.328;-326.43;0.4914;0.4938;0.3457;0.7654;0.9037;31.15081905;33.50734624;2907.7;775.4;1464.258;2153.32;32.7111;1.3119;1722.656;1981.055;258.398;689.062;32.3164;33.28;0.6385;1;T_pelzelni;G12_2_T_pelzelni;1_T_pelzelni;T0012.WAV
6;Spectrogram 1;1;0;3.881;3.323;1894.922;2083.9;2.9415;4.245;1.461;0.176;2928.516;281.917;947.461;-296.754;0.2806;0.3498;0.1364;0.7925;0.9348;35.61317904;38.55465978;2956.2;872.3;1119.727;2325.586;37.3261;2.3452;1636.523;1981.055;344.531;1205.859;36.6411;38.3594;1.3003;2;T_pelzelni;G12_1_T_pelzelni;2_T_pelzelni;T0012.WAV
7;Spectrogram 1;1;1;3.828;3.375;1808.789;2374.6;3.0083;4.128;3.457;0.403;2842.383;400.619;516.797;-400.619;0.9613;0.5861;0.1605;0.9536;0.9632;44.60701447;47.61534705;2859.2;484.6;602.93;2239.453;47.1017;2.4091;1636.523;1894.922;258.398;1636.523;46.3702;47.5022;1.1029;2;T_pelzelni;G12_1_T_pelzelni;2_T_pelzelni;T0012.WAV
8;Spectrogram 1;1;1;3.585;3.151;1808.789;2374.7;2.2897;4.413;1.456;-0.566;2928.516;400.619;602.93;-370.943;0.335;0.368;0.1497;0.7513;0.9086;46.72956023;49.01923558;2956.2;581.5;1378.125;2239.453;48.0595;1.7357;1722.656;1981.055;258.398;861.328;47.5719;48.8083;0.8766;1;T_pelzelni;G12_2_T_pelzelni;1_T_pelzelni;T0012.WAV
9;Spectrogram 1;1;0;4.354;3.527;1981.055;2665.4;3.4262;4.286;2.628;0;3014.648;430.294;516.797;-430.294;0.2763;0.3271;0.0949;0.7678;0.9271;55.70354063;59.12969718;3150;484.6;516.797;2325.586;57.6551;2.8502;1205.859;1981.055;775.195;1808.789;56.825;58.88;1.5093;2;T_pelzelni;G12_1_T_pelzelni;2_T_pelzelni;T0012.WAV
10;Spectrogram 1;1;0;3.727;3.193;1636.523;1938.4;3.1253;4.173;2.518;0.138;2670.117;222.566;861.328;-207.728;0.9516;0.3836;0.1359;0.8026;0.9292;71.19871702;74.32404031;2713.8;775.4;1033.594;2153.32;73.137;2.4729;1550.391;1894.922;344.531;1119.727;72.3998;74.1007;1.3061;2;T_pelzelni;G12_1_T_pelzelni;2_T_pelzelni;T0012.WAV
1;Spectrogram 1;1;0;4.1;3.481;2153.32;1865.6;2.7024;4.129;1.54;-0.096;2583.984;252.241;1033.594;-267.079;0.8039;0.431;0.1832;0.7845;0.9203;4.401490594;7.103925548;2865.1;999.5;1119.727;2497.852;6.101;1.9853;1636.523;2325.586;689.062;1378.125;5.567;6.8847;0.952;2;H_atricapillus;G13_-_H_atricapillus;2_H_atricapillus;T0013.WAV
2;Spectrogram 1;1;0;3.798;3.341;2325.586;1865.6;2.5285;4.252;1.5;-0.136;2583.984;237.404;1033.594;-252.241;0.7563;0.4207;0.1862;0.7264;0.8736;12.64257937;15.17109524;2865.1;999.5;1119.727;2497.852;14.1816;1.7357;1894.922;2325.586;430.664;1378.125;13.7056;14.8491;0.7721;2;H_atricapillus;G13_-_H_atricapillus;2_H_atricapillus;T0013.WAV
3;Spectrogram 1;1;0;4.11;3.489;2239.453;1865.7;2.6489;4.239;1.712;0.196;2842.383;281.917;1033.594;-252.241;0.8132;0.3802;0.1121;0.7714;0.9385;21.42846127;24.07738266;2898.5;1032.8;1033.594;2497.852;22.9994;2.1827;1378.125;2239.453;861.328;1464.258;22.4363;23.9107;1.0333;2;H_atricapillus;G13_-_H_atricapillus;2_H_atricapillus;T0013.WAV
4;Spectrogram 1;1;0;3.532;3.163;2325.586;1465.9;2.6623;3.864;1.534;0;2497.852;237.404;1119.727;-237.404;0.6761;0.3611;0.1335;0.7068;0.8621;36.18935202;38.8516518;2565.3;1099.4;1119.727;2411.719;37.6918;1.9331;1894.922;2325.586;430.664;1291.992;37.1519;38.4813;0.9172;2;H_atricapillus;G13_-_H_atricapillus;2_H_atricapillus;T0013.WAV
1;Spectrogram 1;1;0;3.548;3.215;2325.586;1670.5;2.164;4.068;1.384;-0.04;2670.117;237.404;1119.727;-267.079;0.7984;0.4973;0.2608;0.7984;0.8925;12.36229821;14.52632523;2784.2;1113.7;1464.258;2497.852;13.8507;1.3642;1981.055;2325.586;344.531;1033.594;13.4385;14.2919;0.6502;2;H_atricapillus;G14_1_H_atricapillus;2_H_atricapillus;T0014.WAV
2;Spectrogram 1;1;0;3.481;3.041;2067.188;1392.1;1.796;3.841;1.361;0.48;2756.25;222.566;1464.258;-163.215;0.8285;0.4207;0.2233;0.7443;0.8932;23.15007039;24.94606561;2784.2;1392.1;1636.523;2497.852;24.2126;1.2016;2067.188;2325.586;258.398;861.328;23.9049;24.7525;0.5805;2;H_atricapillus;G14_1_H_atricapillus;2_H_atricapillus;T0014.WAV
1;Spectrogram 1;1;0;4.144;3.284;3375;2938.8;2.2335;4.595;1.479;0.042;3656.25;421.875;843.75;-369.141;0.5072;0.4545;0.1651;0.7153;0.8804;1.102753197;3.336295688;3673.5;734.7;1875;3562.5;2.2933;1.5947;2156.25;2906.25;750;1687.5;2.1173;3.0667;0.5813;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
2;Spectrogram 1;1;1;3.246;3.172;2250;2571.4;2.0747;4.382;1.413;-0.77;3281.25;369.141;843.75;-404.297;0.6624;0.4381;0.2448;0.6959;0.8454;9.457065893;11.53173716;3367.3;795.9;1781.25;2812.5;10.6507;1.2427;2062.5;2343.75;281.25;1031.25;10.368;11.2107;0.5333;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
3;Spectrogram 1;1;1;3.172;3.109;2250;2755.1;2.1121;4.568;1.26;1.202;3375;404.297;750;-439.453;0.762;0.5291;0.2405;0.7671;0.9139;12.90906586;15.0211186;3428.6;673.5;1875;2718.75;14.352;1.4187;2156.25;2343.75;187.5;843.75;14.0267;14.8373;0.5013;2;H_atricapillus;G15_2_H_atricapillus;2_H_atricapillus;T0015.mpeg
4;Spectrogram 1;1;0;3.623;3.366;2062.5;2938.7;2.2522;4.662;1.365;-0.125;3562.5;457.031;750;-492.188;0.8171;0.4466;0.2637;0.6793;0.8171;19.25545996;21.50769319;3612.2;673.5;1875;3281.25;20.4853;1.2427;2156.25;2343.75;187.5;1406.25;20.2613;21.0933;0.5227;1;H_atricapillus;G15_1_H_atricapillus;1_H_atricapillus;T0015.mpeg
5;Spectrogram 1;1;0;3.15;3.16;2250;2816.3;1.6635;4.509;1.404;-0.848;3562.5;369.141;937.5;-439.453;0.7331;0.4598;0.2476;0.7685;0.8907;28.0454437;29.70891886;3612.2;795.9;1781.25;2531.25;29.0933;1.0667;2062.5;2250;187.5;750;28.8107;29.5253;0.512;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
6;Spectrogram 1;1;0;3.394;2.839;2343.75;2142.9;2.1121;4.153;1.346;-0.089;3187.5;228.516;1781.25;-246.094;0.6658;0.4481;0.1519;0.7316;0.8962;36.32499086;38.4370436;3244.9;1102;1875;3000;37.6;1.568;2156.25;2343.75;187.5;1125;37.2693;38.2133;0.5973;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
7;Spectrogram 1;1;0;3.912;3.028;3281.25;2510.2;1.9532;4.446;1.223;0.819;3281.25;351.562;937.5;-333.984;0.2493;0.2822;0.2164;0.6658;0.8932;45.75535817;47.70853968;3306.1;795.9;1875;3281.25;46.4107;1.3173;2156.25;3187.5;1031.25;1406.25;46.3093;47.4987;0.7467;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
8;Spectrogram 1;1;0;3.624;2.736;3000;2387.8;2.084;4.154;0.789;-0.045;3000;228.516;1593.75;-228.516;0.7923;0.6487;0.259;0.8513;0.9;60.02573135;62.10974799;3000;612.2;1968.75;3000;61.6427;1.3333;2250;2812.5;562.5;1031.25;61.376;61.8987;0.4213;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
9;Spectrogram 1;1;0;3.294;2.638;2718.75;2020.4;1.7289;4.071;0.739;-0.328;2906.25;193.359;1687.5;-193.359;0.5882;0.548;0.3591;0.6285;0.8545;69.36219997;71.09109269;2938.8;918.4;1968.75;2906.25;70.384;0.8533;2437.5;2812.5;375;937.5;70.3093;70.8373;0.1387;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
10;Spectrogram 1;1;0;3.692;2.795;2906.25;2326.6;1.8223;4.143;0.997;-0.414;3093.75;228.516;1687.5;-193.359;0.5953;0.5367;0.0616;0.7507;0.8739;80.02124997;81.84359635;3183.7;857.1;1968.75;3093.75;81.104;1.4773;2250;2906.25;656.25;1125;80.9973;81.6107;0.3893;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
11;Spectrogram 1;1;0;3.207;3.177;2250;2510.2;1.7102;4.403;1.366;-0.661;3281.25;421.875;843.75;-404.297;0.7406;0.5031;0.2719;0.775;0.8719;90.19969855;91.90990054;3306.1;795.9;1781.25;2625;91.2907;1.024;2062.5;2250;187.5;843.75;91.0613;91.6907;0.464;2;H_atricapillus;G15_1_H_atricapillus;2_H_atricapillus;T0015.mpeg
1;Spectrogram 1;1;0;3.492;3.155;2239.453;1511.5;1.6808;3.907;1.569;-0.517;2670.117;222.566;1291.992;-207.728;0.8542;0.4583;0.1424;0.7708;0.9201;50.8989193;52.57967406;2744.5;1233;1550.391;2497.852;51.9488;1.3003;1981.055;2325.586;344.531;947.461;51.6702;52.4423;0.5224;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
2;Spectrogram 1;1;0;3.681;3.212;2239.453;1591;1.9701;4.04;1.689;-0.572;3014.648;237.404;1464.258;-237.404;0.9083;0.4349;0.1746;0.7811;0.9231;65.31960894;67.28967394;3022.9;1431.9;1722.656;2928.516;66.5484;1.4687;2153.32;2411.719;258.398;1205.859;66.1769;67.1347;0.6792;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
3;Spectrogram 1;1;0;3.876;3.294;2411.719;1909.2;2.0803;4.267;1.696;-0.166;3100.781;296.754;1205.859;-326.43;0.5726;0.3659;0.095;0.7654;0.9078;76.42200851;78.50228694;3102.4;1193.2;1464.258;2928.516;77.6185;1.6893;2153.32;2411.719;258.398;1464.258;77.1831;78.3093;0.8301;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
4;Spectrogram 1;1;0;3.967;3.398;2239.453;1829.7;2.0665;4.198;1.498;0.88;3014.648;281.917;1205.859;-296.754;0.831;0.4;0.1352;0.7944;0.9352;89.12645688;91.19295864;3022.9;1193.2;1378.125;2842.383;90.4533;1.6486;2067.188;2411.719;344.531;1464.258;89.9541;91.057;0.8127;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
5;Spectrogram 1;1;0;3.917;3.244;2325.586;1670.5;2.0803;4.072;1.482;-0.709;2928.516;281.917;1291.992;-267.079;0.8431;0.3305;0.1036;0.7647;0.9104;104.1901918;106.2704703;2943.3;1272.8;1550.391;2928.516;105.3605;1.6718;2067.188;2497.852;430.664;1378.125;104.8787;106.0804;0.8998;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
6;Spectrogram 1;1;0;3.491;3.204;2325.586;1710.3;2.0321;4.056;1.432;0.554;2756.25;281.917;1119.727;-281.917;0.851;0.467;0.212;0.8052;0.9198;119.5461763;121.5782363;2824;1113.7;1636.523;2497.852;120.8831;1.4338;2153.32;2411.719;258.398;861.328;120.4941;121.4113;0.685;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
7;Spectrogram 1;1;0;3.693;3.134;2756.25;1312.6;1.3432;3.662;1.995;-0.452;2756.25;178.053;1550.391;-163.215;0.6623;0.355;0.0649;0.6883;0.8615;67.42991033;68.77313647;2824;1511.4;1722.656;2756.25;68.197;1.0681;2153.32;2583.984;430.664;1033.594;67.9067;68.5859;0.447;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
8;Spectrogram 1;1;0;3.422;3.131;2411.719;1352.4;0.9161;3.7;1.715;-0.479;2842.383;207.728;1636.523;-163.215;0.7436;0.4038;0.0449;0.7244;0.8846;91.2197772;92.13592631;2903.6;1551.2;1808.789;2670.117;91.742;0.7605;2153.32;2411.719;258.398;861.328;91.5911;92.0265;0.2902;2;H_atricapillus;G16_1_H_atricapillus;2_H_atricapillus;T0016.WAV
